date,home,away,home_elo_pre,away_elo_pre,elo_diff_pre,home_adv_used,target,home_goals,away_goals,target_label
2004-12-19,Sociedad,Getafe,1505.2747118496873,1445.0714583585507,60.20325349113659,90.0,D,1,1,Draw
2004-12-21,Betis,Ath Madrid,1484.7548920804586,1524.7175478862507,-39.96265580579211,90.0,H,1,0,HomeWin
2004-12-21,Barcelona,Levante,1624.1956987859562,1503.9314294248243,120.26426936113194,90.0,H,2,1,HomeWin
2004-12-22,Albacete,Villarreal,1464.9818767304255,1532.8071783682767,-67.82530163785123,90.0,D,2,2,Draw
2004-12-22,Ath Bilbao,Mallorca,1480.359143997964,1413.0999285594257,67.25921543853838,90.0,H,4,0,HomeWin
2004-12-22,Getafe,Santander,1443.7881740924588,1466.0176217708104,-22.229447678351562,90.0,H,2,0,HomeWin
2004-12-22,La Coruna,Zaragoza,1484.5827900423922,1493.0436144825208,-8.46082444012859,90.0,A,2,3,AwayWin
2004-12-22,Malaga,Sociedad,1486.1120230209283,1506.5579961157791,-20.445973094850842,90.0,A,1,5,AwayWin
2004-12-22,Real Madrid,Sevilla,1551.689580713367,1543.7707966603057,7.918784053061245,90.0,A,0,1,AwayWin
2004-12-22,Valencia,Espanol,1539.890871448459,1533.860315011999,6.030556436459847,90.0,H,3,0,HomeWin
2004-12-22,Osasuna,Numancia,1512.6824651589964,1409.1560556484017,103.5264095105947,90.0,H,2,0,HomeWin
2005-01-05,Real Madrid,Sociedad,1540.1688217503267,1516.944041770684,23.22477997964279,90.0,H,2,1,HomeWin
2005-01-08,Numancia,Ath Bilbao,1394.739742819688,1496.339542937891,-101.59980011820312,90.0,D,1,1,Draw
2005-01-08,Sevilla,Getafe,1555.2915556233459,1463.4717314037148,91.81982421963107,90.0,D,0,0,Draw
2005-01-08,Valencia,Levante,1558.4471500626823,1490.2347482215923,68.21240184109001,90.0,H,2,1,HomeWin
2005-01-09,Espanol,Osasuna,1515.3040363977757,1527.09877798771,-11.794741589934347,90.0,H,4,1,HomeWin
2005-01-09,Zaragoza,Betis,1503.9029770868328,1505.1179935553694,-1.2150164685365326,90.0,H,1,0,HomeWin
2005-01-09,Sociedad,Albacete,1499.096104135952,1471.3627652916991,27.733338844252785,90.0,A,0,2,AwayWin
2005-01-09,Ath Madrid,Real Madrid,1504.35444641134,1558.0167593850588,-53.66231297371883,90.0,A,0,3,AwayWin
2005-01-09,Mallorca,La Coruna,1397.1195296194987,1473.72342743808,-76.60389781858134,90.0,D,2,2,Draw
2005-01-09,Santander,Malaga,1446.3340644595542,1475.7259773660235,-29.391912906469315,90.0,H,2,1,HomeWin
2005-01-09,Villarreal,Barcelona,1526.426289807003,1637.8923799891882,-111.4660901821851,90.0,H,3,0,HomeWin
2005-01-15,Getafe,Ath Madrid,1463.550298812458,1495.2259689330772,-31.67567012061909,90.0,D,1,1,Draw
2005-01-15,Malaga,Sevilla,1455.7651628258322,1555.2129882146025,-99.4478253887703,90.0,H,1,0,HomeWin
2005-01-16,Real Madrid,Zaragoza,1567.1452368633213,1522.7529940898808,44.39224277344056,90.0,H,3,1,HomeWin
2005-01-16,Osasuna,Valencia,1507.8255270653458,1574.386565191048,-66.56103812570223,90.0,D,0,0,Draw
2005-01-16,Levante,Villarreal,1474.2953330932266,1549.264810458108,-74.96947736488141,90.0,A,2,4,AwayWin
2005-01-16,Barcelona,Sociedad,1615.0538593380832,1486.7559554946847,128.29790384339844,90.0,H,1,0,HomeWin
2005-01-16,Betis,Mallorca,1486.2679765523214,1403.8074711544734,82.46050539784801,90.0,H,2,0,HomeWin
2005-01-16,Ath Bilbao,Espanol,1488.8152421359337,1534.57728732014,-45.76204518420627,90.0,D,1,1,Draw
2005-01-16,Albacete,Santander,1483.7029139329663,1466.2948789997454,17.40803493322096,90.0,D,0,0,Draw
2005-01-16,La Coruna,Numancia,1467.0354859031054,1402.2640436216454,64.77144228145994,90.0,D,1,1,Draw
2005-01-22,Barcelona,Santander,1628.4070704010558,1463.205654451753,165.20141594930283,90.0,H,3,0,HomeWin
2005-01-22,Ath Bilbao,Osasuna,1494.3954005332184,1514.161641084445,-19.766240551226474,90.0,H,4,3,HomeWin
2005-01-23,Real Madrid,Mallorca,1584.103049423712,1388.4820160915679,195.62103333214418,90.0,H,3,1,HomeWin
2005-01-23,Malaga,Ath Madrid,1478.219717416983,1490.1775326702202,-11.957815253237186,90.0,H,1,0,HomeWin
2005-01-23,Villarreal,Valencia,1557.633523344678,1568.050451171949,-10.41692782727091,90.0,H,3,1,HomeWin
2005-01-23,La Coruna,Espanol,1468.1227799609555,1528.9971289228552,-60.874348961899614,90.0,H,4,1,HomeWin
2005-01-23,Getafe,Zaragoza,1468.598735075315,1505.79518152949,-37.196446454174975,90.0,H,3,0,HomeWin
2005-01-23,Betis,Numancia,1501.593431615227,1401.1767495637953,100.41668205143174,90.0,H,4,0,HomeWin
2005-01-23,Albacete,Sevilla,1486.7921384809588,1532.7584336234518,-45.96629514249298,90.0,A,0,2,AwayWin
2005-01-23,Levante,Sociedad,1465.9266202066567,1473.402744431712,-7.4761242250554005,90.0,H,2,1,HomeWin
2005-01-29,Ath Madrid,Albacete,1470.8978135504183,1477.3798930314201,-6.482079481001847,90.0,H,3,1,HomeWin
2005-01-29,Sevilla,Barcelona,1542.1706790729904,1640.2101338364496,-98.03945476345916,90.0,A,0,4,AwayWin
2005-01-30,Numancia,Real Madrid,1386.6263391753823,1594.6784919641111,-208.0521527887288,90.0,A,1,2,AwayWin
2005-01-30,Espanol,Betis,1507.864108387172,1516.14384200364,-8.279733616467865,90.0,D,2,2,Draw
2005-01-30,Santander,Levante,1451.402591016359,1485.0279534939023,-33.62536247754315,90.0,D,2,2,Draw
2005-01-30,Mallorca,Getafe,1377.9065735511688,1488.8573814745591,-110.95080792339036,90.0,H,3,1,HomeWin
2005-01-30,Osasuna,La Coruna,1494.574272480505,1489.2558004966386,5.318471983866402,90.0,D,1,1,Draw
2005-02-20,Villarreal,Ath Madrid,1576.8520554497468,1489.959407912204,86.89264753754287,90.0,H,3,2,HomeWin
2005-02-26,Numancia,Barcelona,1382.0536645610694,1647.8014582643932,-265.74779370332385,90.0,D,1,1,Draw
2005-02-26,La Coruna,Real Madrid,1485.6705209127394,1599.251166578424,-113.58064566568464,90.0,H,2,0,HomeWin
2005-02-26,Espanol,Albacete,1511.9975221765508,1458.3182986696345,53.67922350691629,90.0,H,2,1,HomeWin
2005-02-26,Mallorca,Levante,1400.728910169649,1479.905018590646,-79.17610842099702,90.0,A,1,2,AwayWin
2005-02-27,Ath Madrid,Sociedad,1474.825256299236,1454.3014111444666,20.523845154769333,90.0,H,1,0,HomeWin
2005-02-27,Osasuna,Malaga,1498.1595520644041,1497.499436536785,0.6601155276191548,90.0,A,1,6,AwayWin
2005-02-27,Sevilla,Santander,1534.5793546450468,1456.5255259196153,78.05382872543146,90.0,D,2,2,Draw
2005-02-27,Valencia,Betis,1548.8319190668801,1512.0104282142613,36.82149085261881,90.0,H,2,1,HomeWin
2005-02-27,Zaragoza,Villarreal,1485.536535130246,1591.9862070627148,-106.44967193246885,90.0,H,1,0,HomeWin
2005-03-01,Barcelona,Espanol,1636.2295557684374,1528.559928690298,107.66962707813946,90.0,D,0,0,Draw
2005-03-02,Malaga,Ath Bilbao,1508.7251464096435,1513.9827691371584,-5.2576227275148995,90.0,H,1,0,HomeWin
2005-03-02,Real Madrid,Betis,1576.346494405649,1494.732289965272,81.61420444037708,90.0,H,3,1,HomeWin
2005-03-02,Levante,Numancia,1488.128396424392,1393.6255670570251,94.50282936736676,90.0,D,1,1,Draw
2005-03-02,Getafe,La Coruna,1466.035044856079,1508.5751930855145,-42.540148229435545,90.0,D,1,1,Draw
2005-03-02,Albacete,Osasuna,1441.755892155887,1486.9338421915456,-45.17795003565857,90.0,D,1,1,Draw
2005-03-13,Villarreal,Espanol,1569.3063063173358,1529.322130791178,39.98417552615774,90.0,H,4,1,HomeWin
2005-03-13,Sevilla,Zaragoza,1535.0949091628581,1508.216435875625,26.87847328723319,90.0,A,0,1,AwayWin
2005-03-13,Sociedad,Numancia,1436.341236185174,1393.8199589442092,42.521277240964764,90.0,H,2,1,HomeWin
2005-03-13,Levante,Osasuna,1487.9340045372078,1481.3754249007031,6.558579636504646,90.0,H,4,0,HomeWin
2005-03-13,Getafe,Real Madrid,1471.4949417232895,1591.7084680152054,-120.21352629191597,90.0,H,2,1,HomeWin
2005-03-13,Ath Madrid,Valencia,1492.7854312585284,1566.1100573158694,-73.32462605734099,90.0,H,1,0,HomeWin
2005-03-13,Albacete,La Coruna,1447.3143094467296,1503.115296218304,-55.800986771574344,90.0,A,0,1,AwayWin
2005-03-13,Santander,Mallorca,1456.009971401804,1392.5055323359031,63.5044390659009,90.0,H,3,0,HomeWin
2005-03-16,Ath Bilbao,Getafe,1494.9702095266678,1494.604368436766,0.3658410899017781,90.0,A,1,2,AwayWin
2005-03-19,Betis,Albacete,1479.3703163557157,1438.2638294927294,41.10648686298623,90.0,H,2,1,HomeWin
2005-03-19,Espanol,Sociedad,1512.1775680321243,1453.3783922100522,58.79917582207213,90.0,D,2,2,Draw
2005-03-19,La Coruna,Barcelona,1512.165776172304,1635.4673536675573,-123.30157749525324,90.0,A,0,1,AwayWin
2005-03-20,Numancia,Santander,1376.782802919331,1472.1516643519178,-95.36886143258675,90.0,A,2,3,AwayWin
2005-03-20,Real Madrid,Malaga,1568.599041301729,1527.737706020134,40.86133528159485,90.0,H,1,0,HomeWin
2005-03-20,Mallorca,Sevilla,1376.3638393857893,1522.7904918676918,-146.42665248190247,90.0,A,0,1,AwayWin
2005-03-20,Ath Bilbao,Levante,1483.756397590932,1506.4687602020324,-22.71236261110039,90.0,H,3,1,HomeWin
2005-04-23,Osasuna,Ath Madrid,1462.8406692358785,1514.35946398419,-51.51879474831139,90.0,H,1,0,HomeWin
2005-04-23,Real Madrid,Villarreal,1585.7064948026512,1586.4508690763896,-0.7443742737384582,90.0,H,2,1,HomeWin
2005-04-24,Valencia,Albacete,1544.536024590208,1421.1667521408244,123.36927244938352,90.0,H,2,0,HomeWin
2005-04-24,Numancia,Mallorca,1369.1039762268447,1370.241413118311,-1.1374368914662227,90.0,A,1,2,AwayWin
2005-04-24,Malaga,Barcelona,1510.6302525192118,1642.2640259535947,-131.63377343438287,90.0,A,0,4,AwayWin
2005-04-24,La Coruna,Santander,1505.3691038862667,1479.8304910444042,25.53861284186246,90.0,A,1,4,AwayWin
2005-04-24,Getafe,Levante,1505.8181803725017,1486.7663945745574,19.051785797944376,90.0,H,1,0,HomeWin
2005-04-24,Espanol,Zaragoza,1513.521006397443,1520.5208531707913,-6.999846773348281,90.0,H,3,1,HomeWin
2005-04-24,Betis,Sociedad,1496.4673937076207,1452.0349538447335,44.43243986288712,90.0,A,2,3,AwayWin
2005-04-24,Ath Bilbao,Sevilla,1503.458763218407,1528.9129181351702,-25.454154916763173,90.0,A,1,3,AwayWin
2005-04-28,Osasuna,Villarreal,1483.6336395025944,1567.6198393209347,-83.98619981834031,90.0,H,3,2,HomeWin
