Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,HTHG,HTAG,HTR,PSH,PSD,PSA
SP1,2005-05-07,Betis,Sevilla,1,0,H,2.4,3.1,3.0,,,,,,,1,0,H,,,
SP1,2005-05-07,Ath Bilbao,Zaragoza,2,0,H,1.83,3.25,3.75,,,,,,,0,0,D,,,
SP1,2005-05-07,Osasuna,Mallorca,1,1,D,2.2,3.25,2.87,,,,,,,0,1,A,,,
SP1,2005-05-08,Albacete,Levante,3,1,H,2.37,3.2,2.62,,,,,,,1,0,H,,,
SP1,2005-05-08,Espanol,Numancia,3,0,H,1.4,3.75,7.5,,,,,,,0,0,D,,,
SP1,2005-05-08,Getafe,Sociedad,2,0,H,2.1,3.25,3.0,,,,,,,2,0,H,,,
SP1,2005-05-08,La Coruna,Ath Madrid,2,0,H,1.9,3.25,3.5,,,,,,,0,0,D,,,
SP1,2005-05-08,Malaga,Villarreal,0,2,A,2.7,3.2,2.3,,,,,,,0,0,D,,,
SP1,2005-05-08,Valencia,Barcelona,0,2,A,2.7,3.2,2.3,,,,,,,0,2,A,,,
SP1,2005-05-14,Levante,Barcelona,1,1,D,6.0,3.6,1.57,,,,,,,1,0,H,,,
SP1,2005-05-14,Sevilla,Real Madrid,2,2,D,3.2,3.25,2.2,,,,,,,1,1,D,,,
SP1,2005-05-15,Zaragoza,La Coruna,2,2,D,2.2,3.0,3.0,,,,,,,0,2,A,,,
SP1,2005-05-15,Villarreal,Albacete,1,0,H,1.28,4.33,8.5,,,,,,,0,0,D,,,
SP1,2005-05-15,Sociedad,Malaga,1,3,A,1.83,3.2,3.75,,,,,,,0,1,A,,,
SP1,2005-05-15,Numancia,Osasuna,2,2,D,2.4,3.2,2.5,,,,,,,1,2,A,,,
SP1,2005-05-15,Espanol,Valencia,2,2,D,2.3,3.2,2.62,,,,,,,1,1,D,,,
SP1,2005-05-15,Ath Madrid,Betis,1,2,A,2.25,3.2,2.75,,,,,,,0,2,A,,,
SP1,2005-05-15,Santander,Getafe,2,1,H,1.66,3.25,4.5,,,,,,,2,0,H,,,
SP1,2005-05-15,Mallorca,Ath Bilbao,4,3,H,2.0,3.2,3.25,,,,,,,1,2,A,,,
SP1,2005-05-21,Betis,Zaragoza,3,2,H,1.36,4.0,7.0,,,,,,,0,1,A,,,
SP1,2005-05-21,Real Madrid,Ath Madrid,0,0,D,1.53,3.5,7.0,,,,,,,0,0,D,,,
SP1,2005-05-22,Albacete,Sociedad,2,2,D,2.3,3.2,2.62,,,,,,,2,0,H,,,
SP1,2005-05-22,Ath Bilbao,Numancia,0,2,A,1.4,3.6,7.5,,,,,,,0,1,A,,,
SP1,2005-05-22,Barcelona,Villarreal,3,3,D,1.9,3.5,3.75,,,,,,,2,2,D,,,
SP1,2005-05-22,Getafe,Sevilla,0,0,D,4.0,3.4,1.72,,,,,,,0,0,D,,,
SP1,2005-05-22,La Coruna,Mallorca,0,3,A,2.37,3.25,2.6,,,,,,,0,2,A,,,
SP1,2005-05-22,Levante,Valencia,0,0,D,2.6,3.25,2.37,,,,,,,0,0,D,,,
SP1,2005-05-22,Malaga,Santander,2,0,H,2.0,3.0,3.5,,,,,,,1,0,H,,,
SP1,2005-05-22,Osasuna,Espanol,1,1,D,3.2,3.2,2.0,,,,,,,1,1,D,,,
SP1,2005-05-29,Zaragoza,Real Madrid,1,3,A,2.62,3.2,2.37,,,,,,,1,1,D,,,
SP1,2005-05-29,Espanol,Ath Bilbao,2,0,H,1.57,3.5,5.0,,,,,,,1,0,H,,,
SP1,2005-05-29,Mallorca,Betis,1,1,D,2.3,3.25,2.6,,,,,,,0,0,D,,,
SP1,2005-05-29,Numancia,La Coruna,1,1,D,2.5,3.25,2.4,,,,,,,0,0,D,,,
SP1,2005-05-29,Santander,Albacete,1,0,H,1.72,3.25,4.33,,,,,,,1,0,H,,,
SP1,2005-05-29,Sevilla,Malaga,0,2,A,1.33,4.33,7.5,,,,,,,0,0,D,,,
SP1,2005-05-29,Sociedad,Barcelona,0,0,D,2.8,3.2,2.2,,,,,,,0,0,D,,,
SP1,2005-05-29,Valencia,Osasuna,1,0,H,1.33,4.33,7.5,,,,,,,0,0,D,,,
SP1,2005-05-29,Ath Madrid,Getafe,2,2,D,1.72,3.4,4.0,,,,,,,0,1,A,,,
SP1,2005-05-29,Villarreal,Levante,4,1,H,1.44,4.0,5.5,,,,,,,2,1,H,,,
SP1,2005-08-27,Alaves,Barcelona,0,0,D,7.0,3.75,1.5,8.31,4.35,1.55,6.83,3.7,1.45,0,0,D,,,
SP1,2005-08-27,Ath Bilbao,Sociedad,3,0,H,2.0,3.25,3.25,2.05,3.3,4.25,1.92,3.19,3.67,0,0,D,,,
SP1,2005-08-27,Valencia,Betis,1,0,H,2.0,3.25,3.25,2.1,3.4,4.2,1.94,3.19,3.63,0,0,D,,,
SP1,2005-08-28,Cadiz,Real Madrid,1,2,A,7.5,4.0,1.44,8.8,4.2,1.55,7.0,3.77,1.43,0,1,A,,,
SP1,2005-08-28,Celta,Malaga,2,0,H,2.1,3.25,3.0,2.2,3.35,3.9,2.06,3.17,3.34,1,0,H,,,
SP1,2005-08-28,Espanol,Getafe,0,2,A,1.61,3.4,5.0,1.7,3.7,6.19,1.64,3.4,5.04,0,0,D,,,
SP1,2005-08-28,Mallorca,La Coruna,0,1,A,2.7,3.2,2.3,2.8,3.35,2.8,2.56,3.14,2.53,0,1,A,,,
SP1,2005-08-28,Osasuna,Villarreal,2,1,H,2.7,3.2,2.3,3.2,3.4,2.5,2.83,3.18,2.3,1,0,H,,,
SP1,2005-08-28,Sevilla,Santander,1,0,H,1.66,3.4,4.5,1.67,3.79,7.35,1.6,3.43,5.41,1,0,H,,,
SP1,2005-08-28,Ath Madrid,Zaragoza,0,0,D,1.72,3.4,4.0,1.75,3.6,6.11,1.66,3.34,4.89,0,0,D,,,
SP1,2005-09-10,Betis,Osasuna,1,0,H,1.66,3.4,4.5,1.75,3.6,6.0,1.64,3.36,4.95,0,0,D,,,
SP1,2005-09-10,La Coruna,Ath Madrid,1,0,H,2.0,3.25,3.25,2.3,3.3,3.85,2.1,3.15,3.17,0,0,D,,,
SP1,2005-09-10,Real Madrid,Celta,2,3,A,1.25,5.0,9.0,1.28,5.75,14.0,1.23,5.04,10.48,2,2,D,,,
SP1,2005-09-11,Zaragoza,Valencia,2,2,D,2.5,3.2,2.5,2.9,3.3,2.65,2.59,3.11,2.51,2,1,H,,,
SP1,2005-09-11,Villarreal,Sevilla,1,1,D,1.8,3.25,4.0,2.0,3.4,4.3,1.87,3.21,3.78,0,1,A,,,
SP1,2005-09-11,Sociedad,Alaves,2,1,H,1.9,3.25,3.5,1.95,3.37,4.55,1.83,3.23,3.96,2,0,H,,,
SP1,2005-09-11,Santander,Cadiz,0,1,A,1.9,3.25,3.5,2.1,3.4,4.33,1.89,3.22,3.8,0,0,D,,,
SP1,2005-09-11,Getafe,Ath Bilbao,1,1,D,2.3,3.2,2.7,2.85,3.4,3.03,2.34,3.13,2.8,1,1,D,,,
SP1,2005-09-11,Barcelona,Mallorca,2,0,H,1.2,5.0,12.0,1.25,6.5,17.0,1.2,5.4,11.71,2,0,H,,,
SP1,2005-09-11,Malaga,Espanol,1,2,A,2.1,3.25,3.0,2.25,3.35,3.65,2.14,3.15,3.09,0,0,D,,,
SP1,2005-09-17,Mallorca,Sociedad,5,2,H,2.3,3.2,3.0,2.35,3.35,3.15,2.23,3.16,2.92,1,2,A,,,
SP1,2005-09-17,Valencia,La Coruna,2,2,D,2.0,3.2,3.75,2.0,3.45,4.33,1.86,3.2,3.86,0,1,A,,,
SP1,2005-09-18,Alaves,Getafe,3,4,A,2.2,3.25,3.2,2.4,3.45,3.5,2.16,3.17,3.1,2,3,A,,,
SP1,2005-09-18,Ath Madrid,Barcelona,2,1,H,3.75,3.2,2.0,4.0,3.4,2.15,3.45,3.2,1.98,1,1,D,,,
SP1,2005-09-18,Betis,Zaragoza,0,0,D,1.8,3.3,4.5,1.87,3.6,6.2,1.74,3.29,4.45,0,0,D,,,
SP1,2005-09-18,Cadiz,Villarreal,1,1,D,3.0,3.2,2.3,3.85,3.4,2.4,2.93,3.17,2.24,1,1,D,,,
SP1,2005-09-18,Celta,Santander,0,1,A,1.8,3.4,4.5,1.85,3.5,5.75,1.72,3.33,4.55,0,0,D,,,
SP1,2005-09-18,Espanol,Real Madrid,1,0,H,4.0,3.3,1.9,7.5,3.8,2.0,3.9,3.27,1.85,0,0,D,,,
SP1,2005-09-18,Osasuna,Sevilla,1,0,H,2.5,3.2,2.75,2.63,3.35,3.0,2.48,3.15,2.61,0,0,D,,,
SP1,2005-09-18,Ath Bilbao,Malaga,1,2,A,1.72,3.3,5.0,1.77,3.6,6.2,1.7,3.33,4.66,0,0,D,,,
SP1,2005-09-21,Barcelona,Valencia,2,2,D,1.57,3.6,6.0,1.65,3.8,6.7,1.55,3.49,5.73,1,0,H,,,
SP1,2005-09-21,Getafe,Mallorca,1,1,D,1.9,3.25,4.0,2.0,3.4,4.5,1.87,3.21,3.87,1,0,H,,,
SP1,2005-09-21,La Coruna,Betis,1,1,D,2.0,3.3,3.5,2.1,3.4,3.85,2.0,3.15,3.44,1,1,D,,,
SP1,2005-09-21,Malaga,Alaves,0,0,D,1.83,3.3,4.33,2.0,3.4,4.6,1.86,3.21,3.91,0,0,D,,,
SP1,2005-09-21,Santander,Espanol,1,0,H,2.3,3.25,2.87,2.53,3.3,3.05,2.36,3.13,2.74,0,0,D,,,
SP1,2005-09-21,Sevilla,Cadiz,0,0,D,1.57,3.6,6.0,1.72,3.6,6.5,1.58,3.43,5.54,0,0,D,,,
SP1,2005-09-21,Sociedad,Ath Madrid,3,2,H,2.37,3.2,2.8,2.6,3.3,2.95,2.43,3.13,2.65,0,2,A,,,
SP1,2005-09-21,Villarreal,Celta,1,2,A,1.66,3.6,5.0,1.75,3.75,5.8,1.66,3.37,4.83,0,1,A,,,
SP1,2005-09-21,Zaragoza,Osasuna,3,1,H,1.8,3.25,4.33,1.9,3.4,5.15,1.81,3.23,4.1,0,0,D,,,
SP1,2005-09-22,Real Madrid,Ath Bilbao,3,1,H,1.44,4.0,7.5,1.5,4.33,8.75,1.41,3.9,7.07,0,1,A,,,
SP1,2005-09-24,Valencia,Sociedad,2,1,H,1.5,3.75,7.0,1.55,4.0,8.5,1.48,3.55,6.55,1,0,H,,,
SP1,2005-09-24,Zaragoza,La Coruna,1,1,D,2.4,3.25,2.8,2.53,3.3,3.15,2.36,3.13,2.77,1,1,D,,,
SP1,2005-09-24,Espanol,Villarreal,1,2,A,2.3,3.2,3.0,2.45,3.3,3.2,2.29,3.15,2.86,0,1,A,,,
SP1,2005-09-24,Ath Madrid,Getafe,0,1,A,1.66,3.4,5.5,1.75,3.55,6.5,1.64,3.38,5.04,0,0,D,,,
SP1,2005-09-24,Betis,Barcelona,1,4,A,3.4,3.25,2.1,3.6,3.4,2.4,3.19,3.2,2.08,1,1,D,,,
SP1,2005-09-25,Alaves,Real Madrid,0,3,A,6.0,3.4,1.61,6.5,3.7,1.7,5.12,3.42,1.61,0,0,D,,,
SP1,2005-09-25,Ath Bilbao,Santander,0,0,D,1.72,3.3,5.0,1.8,3.55,5.5,1.7,3.34,4.65,0,0,D,,,
SP1,2005-09-25,Celta,Sevilla,2,1,H,2.2,3.2,3.25,2.5,3.25,3.3,2.24,3.13,2.94,2,0,H,,,
SP1,2005-09-25,Mallorca,Malaga,1,4,A,2.1,3.25,3.4,2.2,3.35,3.65,2.09,3.19,3.21,0,2,A,,,
SP1,2005-09-25,Osasuna,Cadiz,2,0,H,1.9,3.25,4.0,2.0,3.3,4.4,1.86,3.21,3.91,1,0,H,,,
SP1,2005-10-01,Barcelona,Zaragoza,2,2,D,1.33,4.5,9.5,1.36,5.25,12.0,1.31,4.37,8.56,0,0,D,,,
SP1,2005-10-01,Getafe,Valencia,2,1,H,2.6,3.2,2.62,3.0,3.35,2.62,2.71,3.11,2.4,1,1,D,,,
SP1,2005-10-02,Real Madrid,Mallorca,4,0,H,1.25,5.0,13.0,1.29,6.0,13.0,1.21,5.17,10.66,2,0,H,,,
SP1,2005-10-02,Cadiz,Celta,1,1,D,2.5,3.2,2.75,2.72,3.35,2.95,2.49,3.11,2.59,1,1,D,,,
SP1,2005-10-02,La Coruna,Osasuna,0,1,A,1.66,3.4,5.5,1.72,3.55,6.0,1.63,3.36,5.01,0,1,A,,,
SP1,2005-10-02,Malaga,Ath Madrid,0,2,A,2.4,3.25,2.8,2.6,3.3,3.0,2.34,3.14,2.78,0,1,A,,,
SP1,2005-10-02,Santander,Alaves,1,2,A,1.9,3.25,4.0,2.1,3.3,4.5,1.89,3.18,3.8,0,1,A,,,
SP1,2005-10-02,Sociedad,Betis,1,1,D,2.5,3.2,2.75,2.45,3.4,3.2,2.28,3.16,2.83,0,1,A,,,
SP1,2005-10-02,Sevilla,Espanol,1,1,D,1.9,3.25,4.0,1.91,3.4,4.6,1.84,3.22,3.91,0,1,A,,,
SP1,2005-10-02,Villarreal,Ath Bilbao,3,1,H,1.83,3.3,4.33,1.91,3.4,4.8,1.81,3.22,4.04,1,1,D,,,
SP1,2005-10-15,Alaves,Villarreal,1,1,D,2.62,3.2,2.37,2.95,3.25,2.76,2.69,3.12,2.44,1,1,D,,,
SP1,2005-10-15,Ath Madrid,Real Madrid,0,3,A,3.0,3.25,2.1,3.5,3.3,2.25,3.15,3.16,2.12,0,1,A,,,
SP1,2005-10-15,La Coruna,Barcelona,3,3,D,3.0,3.25,2.1,4.25,3.43,2.2,3.35,3.16,2.04,1,2,A,,,
SP1,2005-10-16,Valencia,Malaga,2,1,H,1.57,3.6,5.0,1.6,3.7,8.0,1.52,3.52,6.12,1,0,H,,,
SP1,2005-10-16,Osasuna,Celta,2,0,H,2.1,3.25,3.0,2.27,3.3,3.55,2.14,3.14,3.13,0,0,D,,,
SP1,2005-10-16,Mallorca,Santander,0,0,D,2.2,3.25,2.8,2.25,3.25,3.6,2.17,3.15,3.12,0,0,D,,,
SP1,2005-10-16,Zaragoza,Sociedad,0,1,A,1.72,3.25,4.33,1.85,3.5,5.15,1.79,3.25,4.28,0,1,A,,,
SP1,2005-10-16,Betis,Getafe,1,0,H,1.8,3.25,4.0,2.0,3.35,4.4,1.89,3.2,3.79,1,0,H,,,
SP1,2005-10-16,Ath Bilbao,Sevilla,0,1,A,2.2,3.25,2.8,2.2,3.25,3.75,2.12,3.15,3.22,0,1,A,,,
SP1,2005-10-16,Espanol,Cadiz,0,2,A,1.72,3.25,4.33,1.85,3.4,5.0,1.76,3.27,4.43,0,0,D,,,
SP1,2005-10-22,Barcelona,Osasuna,3,0,H,1.36,4.33,9.0,1.37,5.0,11.15,1.31,4.43,8.82,0,0,D,,,
SP1,2005-10-22,Sevilla,Alaves,2,0,H,1.72,3.4,5.0,1.85,3.53,6.45,1.66,3.35,4.91,1,0,H,,,
SP1,2005-10-23,Villarreal,Mallorca,3,0,H,1.57,3.6,6.0,1.62,3.75,7.0,1.56,3.46,5.8,3,0,H,,,
SP1,2005-10-23,Cadiz,Ath Bilbao,1,0,H,2.25,3.2,3.1,2.43,3.25,3.35,2.25,3.12,2.96,1,0,H,,,
SP1,2005-10-23,Celta,Espanol,1,0,H,2.0,3.3,3.6,2.01,3.3,4.2,1.91,3.21,3.72,0,0,D,,,
SP1,2005-10-23,Getafe,Zaragoza,5,2,H,2.2,3.2,3.25,2.3,3.35,3.55,2.12,3.17,3.19,4,0,H,,,
SP1,2005-10-23,Malaga,Betis,5,0,H,2.4,3.25,2.8,2.63,3.25,2.95,2.46,3.12,2.66,2,0,H,,,
SP1,2005-10-23,Real Madrid,Valencia,1,2,A,1.66,3.4,5.5,1.82,3.65,5.8,1.65,3.34,5.07,1,2,A,,,
SP1,2005-10-23,Santander,Ath Madrid,0,1,A,2.6,3.2,2.62,2.85,3.3,2.8,2.53,3.12,2.57,0,1,A,,,
SP1,2005-10-23,Sociedad,La Coruna,2,0,H,2.4,3.25,2.8,3.0,3.35,2.9,2.41,3.1,2.71,0,0,D,,,
SP1,2005-10-26,La Coruna,Real Madrid,3,1,H,2.87,3.25,2.37,3.1,3.39,2.73,2.78,3.14,2.34,2,0,H,,,
SP1,2005-10-26,Betis,Villarreal,2,3,A,2.25,3.2,3.1,2.43,3.3,3.4,2.21,3.12,2.97,1,1,D,,,
SP1,2005-10-26,Osasuna,Ath Bilbao,3,2,H,1.9,3.25,4.0,2.05,3.4,4.5,1.85,3.23,3.91,1,1,D,,,
SP1,2005-10-26,Mallorca,Celta,1,0,H,2.5,3.2,2.75,2.7,3.3,2.86,2.5,3.13,2.58,0,0,D,,,
SP1,2005-10-26,Barcelona,Malaga,2,0,H,1.25,5.0,13.0,1.3,6.0,13.0,1.24,4.97,10.14,0,0,D,,,
SP1,2005-10-27,Zaragoza,Santander,1,1,D,1.83,3.3,4.33,1.95,3.3,4.7,1.82,3.16,4.06,1,0,H,,,
SP1,2005-10-27,Ath Madrid,Cadiz,3,0,H,1.72,3.4,5.0,1.75,3.5,6.0,1.65,3.35,4.87,1,0,H,,,
SP1,2005-10-27,Alaves,Espanol,1,1,D,2.3,3.25,3.0,2.4,3.35,3.1,2.29,3.15,2.82,1,1,D,,,
SP1,2005-10-27,Valencia,Sevilla,0,2,A,1.66,3.4,5.5,1.8,3.42,5.7,1.69,3.28,4.73,0,1,A,,,
SP1,2005-10-27,Sociedad,Getafe,3,0,H,2.1,3.25,3.4,2.25,3.35,3.75,2.09,3.16,3.19,3,0,H,,,
SP1,2005-10-29,Betis,Real Madrid,0,2,A,2.8,3.25,2.2,3.52,3.35,2.45,3.08,3.17,2.16,0,1,A,,,
SP1,2005-10-29,Ath Bilbao,Celta,1,1,D,2.25,3.25,2.75,2.4,3.32,3.52,2.22,3.16,2.99,1,0,H,,,
SP1,2005-10-30,Alaves,Cadiz,0,0,D,2.2,3.25,2.8,2.4,3.25,3.36,2.24,3.15,3.0,0,0,D,,,
SP1,2005-10-30,Ath Madrid,Villarreal,1,1,D,2.2,3.25,2.8,2.3,3.3,3.51,2.16,3.15,3.08,1,0,H,,,
SP1,2005-10-30,Barcelona,Sociedad,5,0,H,1.33,4.33,7.5,1.36,5.2,11.0,1.3,4.49,8.72,2,0,H,,,
SP1,2005-10-30,La Coruna,Getafe,1,0,H,1.8,3.25,4.0,1.93,3.49,4.65,1.81,3.23,4.05,1,0,H,,,
SP1,2005-10-30,Mallorca,Sevilla,1,1,D,2.5,3.2,2.5,2.88,3.25,2.61,2.71,3.13,2.41,1,1,D,,,
SP1,2005-10-30,Osasuna,Espanol,2,0,H,1.83,3.25,3.75,2.0,3.5,4.7,1.83,3.21,4.03,1,0,H,,,
SP1,2005-10-30,Valencia,Santander,1,1,D,1.4,4.0,6.5,1.5,4.25,9.1,1.41,3.82,7.28,1,1,D,,,
SP1,2005-10-30,Zaragoza,Malaga,1,1,D,2.0,3.25,3.25,2.1,3.35,4.08,1.96,3.17,3.61,1,1,D,,,
SP1,2005-11-05,Sociedad,Osasuna,1,2,A,2.1,3.25,3.0,2.2,3.25,3.83,2.07,3.15,3.29,1,1,D,,,
SP1,2005-11-05,Espanol,Ath Bilbao,1,1,D,2.1,3.25,3.4,2.34,3.25,3.6,2.12,3.15,3.18,0,1,A,,,
SP1,2005-11-05,Villarreal,Valencia,1,0,H,2.37,3.2,2.87,2.55,3.25,3.3,2.31,3.09,2.86,1,0,H,,,
SP1,2005-11-06,Celta,Alaves,2,1,H,1.72,3.25,4.33,1.75,3.5,6.0,1.67,3.36,4.9,1,0,H,,,
SP1,2005-11-06,Getafe,Barcelona,1,3,A,4.5,3.6,1.72,5.2,3.6,1.9,4.35,3.32,1.74,0,1,A,,,
SP1,2005-11-06,Malaga,La Coruna,1,1,D,2.4,3.2,2.6,2.65,3.25,2.85,2.48,3.1,2.64,0,0,D,,,
SP1,2005-11-06,Real Madrid,Zaragoza,1,0,H,1.36,4.33,9.0,1.42,4.55,10.0,1.35,4.15,7.99,0,0,D,,,
SP1,2005-11-06,Santander,Betis,1,1,D,2.3,3.25,2.75,2.54,3.25,3.35,2.31,3.11,2.87,0,1,A,,,
SP1,2005-11-06,Sevilla,Ath Madrid,0,0,D,2.0,3.25,3.4,2.25,3.29,3.65,2.09,3.14,3.29,0,0,D,,,
SP1,2005-11-06,Cadiz,Mallorca,1,2,A,2.0,3.25,3.25,2.1,3.3,3.85,2.01,3.19,3.45,1,1,D,,,
SP1,2005-11-19,Getafe,Osasuna,0,0,D,2.25,3.0,3.0,2.4,3.3,3.35,2.23,3.11,2.97,0,0,D,,,
SP1,2005-11-19,Sevilla,Betis,1,0,H,2.0,3.0,3.5,2.1,3.25,4.25,1.98,3.07,3.58,0,0,D,,,
SP1,2005-11-19,Villarreal,Zaragoza,0,0,D,1.72,3.25,4.33,2.15,3.4,5.15,1.82,3.22,4.14,0,0,D,,,
SP1,2005-11-19,Real Madrid,Barcelona,0,3,A,2.37,3.2,2.62,2.6,3.4,3.1,2.39,3.15,2.75,0,1,A,,,
SP1,2005-11-20,Santander,La Coruna,0,3,A,2.6,3.2,2.4,2.95,3.25,2.75,2.63,3.07,2.51,0,1,A,,,
SP1,2005-11-20,Malaga,Sociedad,3,1,H,2.2,3.2,2.87,2.35,3.25,3.55,2.16,3.14,3.1,0,0,D,,,
SP1,2005-11-20,Celta,Ath Madrid,2,1,H,2.25,3.25,2.75,2.43,3.25,3.5,2.2,3.1,3.03,1,0,H,,,
SP1,2005-11-20,Espanol,Mallorca,2,0,H,2.0,3.25,3.25,2.15,3.35,3.86,2.02,3.18,3.39,2,0,H,,,
SP1,2005-11-20,Ath Bilbao,Alaves,0,2,A,1.83,3.25,3.75,1.91,3.41,5.4,1.77,3.23,4.37,0,1,A,,,
SP1,2005-11-20,Cadiz,Valencia,0,1,A,2.8,3.2,2.25,3.45,3.4,2.4,2.96,3.14,2.23,0,0,D,,,
SP1,2005-11-26,Valencia,Celta,2,0,H,1.72,3.4,5.0,1.87,3.55,5.15,1.73,3.27,4.53,0,0,D,,,
SP1,2005-11-26,Mallorca,Ath Bilbao,0,1,A,2.2,3.25,3.2,2.35,3.35,3.55,2.12,3.17,3.2,0,0,D,,,
SP1,2005-11-27,Sociedad,Real Madrid,2,2,D,3.4,3.25,2.1,4.1,3.4,2.2,3.27,3.21,2.05,1,0,H,,,
SP1,2005-11-27,Zaragoza,Sevilla,0,2,A,2.37,3.2,2.9,2.55,3.25,3.4,2.35,3.07,2.86,0,0,D,,,
SP1,2005-11-27,Getafe,Malaga,3,2,H,2.0,3.2,3.75,2.2,3.35,4.0,2.04,3.17,3.4,2,1,H,,,
SP1,2005-11-27,Betis,Cadiz,1,1,D,1.8,3.3,4.5,2.0,3.4,4.9,1.79,3.24,4.22,1,0,H,,,
SP1,2005-11-27,Barcelona,Santander,4,1,H,1.16,6.5,15.0,1.2,7.82,20.0,1.15,6.04,14.19,1,0,H,,,
SP1,2005-11-27,Ath Madrid,Espanol,1,1,D,1.72,3.4,5.0,1.8,3.6,6.0,1.71,3.29,4.61,1,1,D,,,
SP1,2005-11-27,La Coruna,Villarreal,0,2,A,2.1,3.2,3.5,2.2,3.35,3.75,2.04,3.15,3.36,0,0,D,,,
SP1,2005-11-27,Osasuna,Alaves,3,2,H,1.61,3.6,5.5,1.72,3.6,6.11,1.63,3.39,5.17,0,0,D,,,
SP1,2005-12-03,Ath Bilbao,Ath Madrid,1,1,D,2.3,3.2,2.7,2.45,3.4,3.5,2.25,3.12,2.96,0,1,A,,,
SP1,2005-12-03,Celta,Betis,2,1,H,1.8,3.25,4.0,2.0,3.3,4.5,1.86,3.2,3.96,2,0,H,,,
SP1,2005-12-03,Real Madrid,Getafe,1,0,H,1.4,3.75,7.5,1.42,5.0,10.0,1.35,4.2,8.07,1,0,H,,,
SP1,2005-12-04,Alaves,Mallorca,0,3,A,2.1,3.25,3.0,2.3,3.25,3.53,2.18,3.12,3.11,0,1,A,,,
SP1,2005-12-04,Cadiz,Zaragoza,1,2,A,2.3,3.1,2.87,2.35,3.25,3.5,2.21,3.09,3.09,1,0,H,,,
SP1,2005-12-04,Espanol,Valencia,1,3,A,2.62,3.2,2.37,3.15,3.25,2.55,2.78,3.11,2.37,0,2,A,,,
SP1,2005-12-04,Sevilla,La Coruna,0,2,A,2.0,3.25,3.25,2.25,3.27,3.65,2.06,3.11,3.35,0,2,A,,,
SP1,2005-12-04,Malaga,Osasuna,1,2,A,2.4,3.2,2.6,2.5,3.3,3.2,2.33,3.12,2.83,1,2,A,,,
SP1,2005-12-04,Santander,Sociedad,2,2,D,2.37,3.2,2.62,2.57,3.25,3.1,2.36,3.1,2.8,0,1,A,,,
SP1,2005-12-04,Villarreal,Barcelona,0,2,A,3.75,3.25,1.83,4.55,3.6,2.0,3.85,3.24,1.86,0,1,A,,,
SP1,2005-12-10,Valencia,Ath Bilbao,1,1,D,1.5,3.75,7.0,1.57,4.05,7.7,1.49,3.57,6.4,0,0,D,,,
SP1,2005-12-10,Sociedad,Villarreal,1,3,A,2.6,3.2,2.62,2.78,3.25,2.8,2.52,3.12,2.59,1,1,D,,,
SP1,2005-12-11,Ath Madrid,Alaves,1,1,D,1.57,3.5,6.5,1.66,3.75,7.8,1.59,3.41,5.52,0,0,D,,,
SP1,2005-12-11,Barcelona,Sevilla,2,1,H,1.3,5.0,9.5,1.36,5.53,11.66,1.3,4.4,8.76,0,0,D,,,
SP1,2005-12-11,Betis,Espanol,0,0,D,2.1,3.2,3.5,2.2,3.3,3.79,2.06,3.14,3.29,0,0,D,,,
SP1,2005-12-11,Getafe,Santander,1,2,A,1.8,3.3,4.5,1.85,3.45,5.05,1.77,3.23,4.33,1,1,D,,,
SP1,2005-12-11,Malaga,Real Madrid,0,2,A,4.5,3.25,1.83,4.75,3.6,1.93,3.86,3.28,1.84,0,2,A,,,
SP1,2005-12-11,Osasuna,Mallorca,1,0,H,1.57,3.6,6.0,1.67,3.67,6.6,1.59,3.4,5.39,1,0,H,,,
SP1,2005-12-11,Zaragoza,Celta,1,0,H,2.37,3.25,2.87,2.5,3.3,3.1,2.36,3.1,2.79,0,0,D,,,
SP1,2005-12-11,La Coruna,Cadiz,1,0,H,1.57,3.5,6.5,1.63,3.74,7.0,1.57,3.43,5.74,0,0,D,,,
SP1,2005-12-17,Ath Bilbao,Betis,2,0,H,2.2,3.0,3.5,2.35,3.25,3.6,2.12,3.08,3.22,2,0,H,,,
SP1,2005-12-17,Cadiz,Barcelona,1,3,A,9.0,4.33,1.36,11.0,5.0,1.44,8.02,3.97,1.37,0,2,A,,,
SP1,2005-12-17,Celta,La Coruna,0,3,A,2.37,3.0,3.1,2.5,3.2,3.1,2.28,3.08,2.89,0,3,A,,,
SP1,2005-12-18,Santander,Malaga,1,1,D,2.25,3.1,3.2,2.35,3.2,3.4,2.18,3.09,3.11,1,1,D,,,
SP1,2005-12-18,Real Madrid,Osasuna,1,1,D,1.5,3.75,7.0,1.6,4.0,7.0,1.5,3.59,6.17,0,0,D,,,
SP1,2005-12-18,Alaves,Valencia,0,1,A,4.2,3.2,1.9,4.55,3.35,2.0,3.81,3.19,1.89,0,1,A,,,
SP1,2005-12-18,Espanol,Zaragoza,2,2,D,2.2,3.2,3.25,2.5,3.25,3.4,2.2,3.09,3.08,0,0,D,,,
SP1,2005-12-18,Mallorca,Ath Madrid,2,2,D,2.5,3.1,2.8,2.7,3.25,2.8,2.46,3.09,2.68,1,2,A,,,
SP1,2005-12-18,Sevilla,Sociedad,3,2,H,1.72,3.4,5.0,1.8,3.6,6.0,1.69,3.3,4.76,0,1,A,,,
