Date,HomeTeam,AwayTeam,FTHG,FTAG,Result,EloHomeBefore,EloAwayBefore,EloDiff,HomeWin,Draw,AwayWin,Weight
2020-10-31,Osasuna,Ath Madrid,1,3,A,1562.630843807274,1750.1276436428209,-97.49679983554688,0,0,1,4.01767446018384e-05
2020-10-31,Alaves,Barcelona,1,1,D,1477.6184339766994,1776.418643100259,-208.80020912355963,0,1,0,4.01767446018384e-05
2020-11-01,Betis,Elche,3,1,H,1519.4276109530763,1530.3819044660895,79.04570648698677,1,0,0,4.040056989977189e-05
2020-11-01,Celta,Sociedad,1,4,A,1510.0217120651455,1623.231400330953,-23.209688265807472,0,0,1,4.040056989977189e-05
2020-11-01,Granada,Levante,1,1,D,1602.8098741407923,1532.5138371727767,160.29603696801564,0,1,0,4.040056989977189e-05
2020-11-01,Valencia,Getafe,2,2,D,1553.7294008615654,1587.3273239372143,56.40207692435115,0,1,0,4.040056989977189e-05
2020-11-02,Villarreal,Valladolid,2,0,H,1640.829209358672,1463.249078970635,267.5801303880369,1,0,0,4.0625642132082334e-05
2020-11-06,Elche,Celta,1,1,D,1518.7368941347215,1496.0222669335003,112.71462720122122,0,1,0,4.153853992072358e-05
2020-11-07,Huesca,Eibar,1,1,D,1487.9142903769289,1506.0077828272808,71.90650754964804,0,1,0,4.176995180253774e-05
2020-11-07,Ath Madrid,Cadiz,4,0,H,1761.0254844645024,1506.0937449601001,344.93173950440223,1,0,0,4.176995180253774e-05
2020-11-07,Barcelona,Betis,5,2,H,1768.3524949022844,1531.0726212844443,327.27987361784017,1,0,0,4.176995180253774e-05
2020-11-07,Sevilla,Osasuna,1,0,H,1661.8841038546216,1551.7330029855925,200.15110086902905,1,0,0,4.176995180253774e-05
2020-11-08,Sociedad,Granada,2,0,H,1637.2308454625982,1596.3418832424707,130.8889622201275,1,0,0,4.20026528837111e-05
2020-11-08,Valladolid,Ath Bilbao,2,1,H,1457.9543945508037,1554.9968757695738,-7.042481218770035,1,0,0,4.20026528837111e-05
2020-11-08,Getafe,Villarreal,1,3,A,1589.7412293900588,1646.1238937785033,33.61733561155552,0,0,1,4.20026528837111e-05
2020-11-08,Levante,Alaves,1,1,D,1538.9818280710983,1485.684582174674,143.29724589642433,0,1,0,4.20026528837111e-05
2020-11-08,Valencia,Real Madrid,4,1,H,1551.3154954087208,1812.4494869411,-171.13399153237924,1,0,0,4.20026528837111e-05
2020-11-20,Osasuna,Huesca,1,1,D,1544.5301727224303,1484.8534156881408,149.6767570342895,0,1,0,4.4898278212526126e-05
2020-11-21,Levante,Elche,1,1,D,1533.1236572963069,1514.0344403457393,109.08921695056756,0,1,0,4.514840725103363e-05
2020-11-21,Villarreal,Real Madrid,1,1,D,1662.570758362042,1790.6057600452714,-38.03500168322944,0,1,0,4.514840725103363e-05
2020-11-21,Sevilla,Celta,4,2,H,1669.0869341177838,1500.7247207224825,258.3622133953013,1,0,0,4.514840725103363e-05
2020-11-21,Ath Madrid,Barcelona,1,0,H,1764.6472209902258,1772.310485888632,82.33673510159383,1,0,0,4.514840725103363e-05
2020-11-22,Alaves,Valencia,2,2,D,1491.5427529494655,1573.1592223045495,8.383530644915936,0,1,0,4.5399929762484854e-05
2020-11-22,Granada,Valladolid,1,3,A,1586.739830923808,1473.2584012714542,203.48142965235388,0,0,1,4.5399929762484854e-05
2020-11-22,Cadiz,Sociedad,0,1,A,1502.4720084343767,1646.8328977812607,-54.36088934688405,0,0,1,4.5399929762484854e-05
2020-11-22,Eibar,Getafe,0,0,D,1509.068657516069,1573.2943648065202,25.774292709548718,0,1,0,4.5399929762484854e-05
2020-11-23,Ath Bilbao,Betis,4,0,H,1539.6928690489233,1527.1146302980967,102.57823875082659,1,0,0,4.565285350994014e-05
2020-11-27,Valladolid,Levante,1,1,D,1496.1599790324167,1528.5628001240884,57.59717890832826,0,1,0,4.667871763976457e-05
2020-11-28,Valencia,Ath Madrid,0,1,A,1573.5210981868051,1776.1575435952504,-112.6364454084453,0,0,1,4.6938765535292564e-05
2020-11-28,Huesca,Sevilla,0,1,A,1490.943314971914,1674.6169684394265,-93.6736534675124,0,0,1,4.6938765535292564e-05
2020-11-28,Real Madrid,Alaves,1,2,A,1788.9701856306065,1491.1808770672098,387.7893085633966,0,0,1,4.6938765535292564e-05
2020-11-28,Elche,Cadiz,1,1,D,1518.5952975179578,1489.7999907101607,118.79530680779703,0,1,0,4.6938765535292564e-05
2020-11-29,Barcelona,Osasuna,4,0,H,1760.8001632836074,1538.440273438657,312.35988984495043,1,0,0,4.7200262161878125e-05
2020-11-29,Getafe,Ath Bilbao,1,1,D,1574.4050936533492,1550.3885571351002,114.01653651824904,0,1,0,4.7200262161878125e-05
2020-11-29,Celta,Granada,3,1,H,1495.1946864008398,1563.8382531628456,21.356433237994224,1,0,0,4.7200262161878125e-05
2020-11-29,Sociedad,Villarreal,1,1,D,1659.5049155054767,1664.2063327767069,85.29858272876982,0,1,0,4.7200262161878125e-05
2020-11-30,Betis,Eibar,0,2,A,1516.4189422119198,1507.95792866924,98.4610135426799,0,0,1,4.74632155904254e-05
2020-12-04,Ath Bilbao,Celta,0,2,A,1555.1416350261613,1509.273814578356,135.86782044780534,0,0,1,4.852976032129834e-05
2020-12-05,Cadiz,Barcelona,2,1,H,1494.7378519495223,1765.0626821703825,-180.32483022086012,1,0,0,4.8800120405725436e-05
2020-12-05,Sevilla,Real Madrid,0,1,A,1685.6679778129678,1761.876815660038,13.791162152929928,0,0,1,4.8800120405725436e-05
2020-12-05,Ath Madrid,Valladolid,2,0,H,1786.4581336669141,1493.695841109823,382.7622925570911,1,0,0,4.8800120405725436e-05
2020-12-05,Levante,Getafe,3,0,H,1531.026938046682,1569.652015762288,51.37492228439396,1,0,0,4.8800120405725436e-05
2020-12-06,Granada,Huesca,3,3,D,1549.7591249853294,1479.8923055983728,159.86681938695665,0,1,0,4.90719866705821e-05
2020-12-06,Osasuna,Betis,0,2,A,1534.177754551882,1497.2782972741281,126.89945727775375,0,0,1,4.90719866705821e-05
2020-12-06,Villarreal,Elche,0,0,D,1667.816720106041,1513.6574362785962,244.15928382744482,0,1,0,4.90719866705821e-05
2020-12-06,Alaves,Sociedad,0,0,D,1518.2742470377784,1655.8945281761426,-47.620281138364135,0,1,0,4.90719866705821e-05
2020-12-07,Eibar,Valencia,0,0,D,1527.0985736070315,1563.2205081151415,53.878065491890084,0,1,0,4.9345367506824176e-05
2020-12-11,Valladolid,Osasuna,3,2,H,1490.7123577410778,1513.9303576950497,66.78200004602809,1,0,0,5.045420602635358e-05
2020-12-12,Real Madrid,Ath Madrid,2,0,H,1777.4719154735708,1789.4416170356594,78.03029843791137,1,0,0,5.073528722911807e-05
2020-12-12,Huesca,Alaves,1,0,H,1486.3452031396257,1520.3174015723387,56.02780156728704,1,0,0,5.073528722911807e-05
2020-12-12,Valencia,Ath Bilbao,2,2,D,1565.5281429251706,1534.5575423814037,120.97060054376698,0,1,0,5.073528722911807e-05
2020-12-12,Getafe,Sevilla,0,1,A,1556.8540236738054,1670.072877999435,-23.218854325629536,0,0,1,5.073528722911807e-05
2020-12-13,Barcelona,Levante,1,0,H,1742.9085723998885,1543.8249301351648,289.0836422647237,1,0,0,5.101793433983701e-05
2020-12-13,Sociedad,Eibar,1,1,D,1653.8513736415823,1524.7909387970024,219.06043484457996,0,1,0,5.101793433983701e-05
2020-12-13,Betis,Villarreal,1,1,D,1517.5256941309603,1658.725093282508,-51.199399151547595,0,1,0,5.101793433983701e-05
2020-12-13,Elche,Granada,0,1,A,1522.7490631021292,1543.3062274440765,69.44283565805267,0,0,1,5.101793433983701e-05
2020-12-14,Celta,Cadiz,4,0,H,1529.8579072231137,1516.8919617200163,102.96594550309737,1,0,0,5.130215608220891e-05
2020-12-15,Real Madrid,Ath Bilbao,3,1,H,1789.158598521554,1539.5789680349599,339.57963048659417,1,0,0,5.158796122853252e-05
2020-12-16,Barcelona,Sociedad,2,1,H,1747.6849472050158,1645.4753592339032,192.20958797111257,1,0,0,5.187535859997683e-05
2020-12-18,Ath Bilbao,Huesca,2,0,H,1535.8579673694721,1498.947040704176,126.91092666529607,1,0,0,5.245496554889281e-05
2020-12-19,Ath Madrid,Elche,3,1,H,1777.7549339876762,1504.7902706512975,362.96466333637863,1,0,0,5.274719301551385e-05
2020-12-19,Barcelona,Valencia,2,2,D,1755.1409614801335,1560.5067172716144,284.634244208519,0,1,0,5.274719301551385e-05
2020-12-19,Levante,Sociedad,2,1,H,1539.0485553300375,1638.0193449587855,-8.97078962874798,1,0,0,5.274719301551385e-05
2020-12-19,Osasuna,Villarreal,1,3,A,1501.7785774941701,1656.53050055543,-64.75192306125996,0,0,1,5.274719301551385e-05
2020-12-19,Sevilla,Valladolid,1,1,D,1684.0719291619155,1502.8641379419573,271.20779121995815,0,1,0,5.274719301551385e-05
2020-12-20,Eibar,Real Madrid,1,3,A,1533.1669532046815,1792.8795991870418,-169.7126459823603,0,0,1,5.304104848610647e-05
2020-12-20,Cadiz,Getafe,0,2,A,1506.2116290516326,1542.8549725113248,53.35665654030777,0,0,1,5.304104848610647e-05
2020-12-20,Celta,Alaves,2,0,H,1540.5382398914974,1507.7155640077883,122.82267588370905,1,0,0,5.304104848610647e-05
2020-12-20,Granada,Betis,2,0,H,1561.2650198949082,1519.7202868580382,131.54473303686996,1,0,0,5.304104848610647e-05
2020-12-22,Elche,Osasuna,2,2,D,1501.486307908056,1489.5422189988656,101.94408890919044,0,1,0,5.36336797682804e-05
2020-12-22,Valencia,Sevilla,0,1,A,1570.6265836413775,1674.2761753987331,-13.649591757355665,0,0,1,5.36336797682804e-05
2020-12-22,Huesca,Levante,1,1,D,1489.194872130668,1554.4357694068365,24.759102723831575,0,1,0,5.36336797682804e-05
2020-12-22,Sociedad,Ath Madrid,0,2,A,1622.6321308819865,1781.0588967309177,-68.42676584893115,0,0,1,5.36336797682804e-05
2020-12-22,Valladolid,Barcelona,0,3,A,1512.6598917051397,1745.0210951103704,-142.36120340523075,0,0,1,5.36336797682804e-05
2020-12-22,Villarreal,Ath Bilbao,1,1,D,1668.7668590507346,1545.6101359429802,213.1567231077545,0,1,0,5.36336797682804e-05
2020-12-23,Betis,Cadiz,1,0,H,1510.1428632496534,1488.9259775555317,111.21688569412163,1,0,0,5.393247387099771e-05
2020-12-23,Real Madrid,Granada,2,0,H,1801.0845535223211,1570.842443503293,320.24211001902813,1,0,0,5.393247387099771e-05
2020-12-23,Alaves,Eibar,2,1,H,1497.8078622290604,1524.9619988694021,62.845863359658324,1,0,0,5.393247387099771e-05
2020-12-23,Getafe,Celta,1,1,D,1560.1406240074257,1550.4459416702252,99.69468233720045,0,1,0,5.393247387099771e-05
2020-12-29,Levante,Betis,4,3,H,1555.5028999940525,1520.4987956323819,125.00410436167067,1,0,0,5.5760521194923044e-05
2020-12-29,Barcelona,Eibar,1,1,D,1754.1972086505425,1512.646062933499,331.5511457170435,0,1,0,5.5760521194923044e-05
